"album","total_views"
"Pain in My Heart","17968145"
"Baby You're Worth It","17958602"
"Here And Now","17956342"
"Reevolución","17951938"
"Messirve Mix 5","17940059"
"JEKYLL + HYDE","17915580"
"NewJeans 'OMG'","17909792"
"Damn The Torpedoes (Deluxe Edition)","17898337"
"Victorious","17889209"
"Inolvidables","17886214"
"FOR CERTAIN","17885924"
"Paradise EP","17878874"
"So Real","17874669"
"Invéntame Un Amor","17869352"
"Pero La Recuerdo","17869352"
"Público","17845287"
"I, The Mask","17824726"
"Por Obvias Razones","17824363"
"Live In Paris","17823097"
"Voglio vederti danzare","17815116"
"WHO CARES?","17804207"
"God Hates Us All","17803561"
"HNDRXX","17800804"
"Um Barzinho e Um Violão","17794675"
"Ultraelectromagneticpop!","17781337"
"Polvo Y Nada","17779040"
"RTJ4","17778318"
"Ready to Die (The Remaster; 2015 Remaster)","17764935"
"Detroit 2","17749451"
"Had Some Drinks","17744319"
"DUBAI","17738419"
"Turn On The Bright Lights (The Tenth Anniversary Edition - 2012 Remaster)","17722970"
"No Fixed Address","17704545"
"The Look Of Love","17694317"
"Tócate Tú Misma","17681512"
"Payaso","17661454"
"Pink","17652143"
"Euphoric Sad Songs","17641857"
"Lady Lady","17640903"
"The North Borders","17637346"
"JT","17629967"
"So Help Me God","17597491"
"Tango 4","17594830"
"Xipetiao","17582294"
"A la Medida","17578310"
"Freddie's Inferno","17574091"
"Bury Me At Makeout Creek","17558829"
"ADN (Capítulo A)","17548215"
"If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra","17538525"
"D","17535930"
"Garrafas e Bocas (A Saideira)","17524783"
"Vollmond","17524116"
"El Amor Después del Amor","17514244"
"Los Mire Con Talento","17511847"
"Suguna Sundari (From ""Veera Simha Reddy"")","17496379"
"The Documentary 2.5","17496341"
"Lofi Chill Mix","17481638"
"Morir y Existir En Vivo","17481173"
"American Beauty (2013 Remaster)","17478789"
"Burn The Ships (Deluxe Edition: Remixes & Collaborations)","17472482"
"Fênix","17447466"
"AMYF (Premium Edition)","17442611"
"Hell's Pit","17413331"
"Krazy Kishore","17411879"
"The Batman (Original Motion Picture Soundtrack)","17405752"
"Songs Of Leonard Cohen","17405153"
"WHITE NIGHT","17396102"
"Lenny","17393676"
"Back To You (From 13 Reasons Why – Season 2 Soundtrack)","17393282"
"A Real Good Kid","17381511"
"Chilombo","17364676"
"Mediterraneo","17343412"
"Amar la trama","17341726"
"Distinto","17330677"
"Prince","17326837"
"Strictly The Best Vol. 51","17318429"
"Eat To The Beat","17310943"
"BUBBLE (feat. thasup & Salmo)","17293538"
"Daylight","17289869"
"LetsGo","17288704"
"Soda Stereo (Remastered)","17275368"
"Nightfall","17259819"
"100 Pro","17246560"
"Nursery Rhymes by CoComelon Vol.2","17225131"
"FIXTAPE","17218698"
"Tanr? Misafiri","17192485"
"auch","17184194"
"Rain","17182196"
"CTV3: Cool Tape Vol. 3","17150105"
"Lost","17134503"
"Camiseta de Rokanrol","17107702"
"Rush","17096798"
"Samba Esquema Novo","17080030"
"Mozart: Flute Concerto No. 1, K. 313 - Flute and Harp Concerto, K. 299 & Clarinet Concerto, K. 622","17074735"
"Donna sulla Luna","17057591"
"Out Of Africa (Music From The Motion Picture Soundtrack)","17040854"
"Goodbye Yellow Brick Road (Remastered)","17035966"
"DON'T SLEEP","17029376"
"Shinigami Eyes","17026535"
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]","16992074"
"Louder Than Bombs","16988876"
"Ao Vivo No Olimpo","16975386"
"Fetty Wap","16940504"
"Private Collection","16931506"
"Vivid Pictures","16929436"
"In Dreams","16928531"
"Bad Vibrations (Deluxe Edition)","16925530"
"Blood In My Eye","16913378"
"Baute","16906630"
"La reina de las bandas Vol. II","16905046"
"Japanese Whispers","16892620"
"ORION","16882831"
"Out Of This World","16871860"
"Good Comfort","16858149"
"Learning to Crawl (Expanded & Remastered)","16849567"
"Imparables","16848763"
"Heart to Break","16847284"
"La Bella Mafia","16846631"
"The Fragile","16838532"
"Verdi: La Traviata","16824493"
"Dirt Femme","16822989"
"Guilty","16795390"
"The Final","16778936"
"Paper Route Frank","16775948"
"Patched Up","16762407"
"This Empty Northern Hemisphere","16758853"
"I Love You So","16747804"
"FAMILY","16740689"
"G.R.E.Y.G.O.D.S.I.I.","16701058"
"Lágrimas de Crocodilo","16695282"
"Sultans of Swing - the Very Best of Dire Straits","16666517"
"Ghetto Gospel","16650418"
"Hample","16642691"
"Love Tonight","16636142"
"As The Palaces Burn","16635838"
"Elvis (Fool)","16631616"
"The Ultimate Luther Vandross","16613706"
"Ash Kaashh","16613313"
"Ojalá","16611548"
"Faith In The Future (Deluxe)","16607409"
"Everything Is Fine","16605765"
"In Return","16605677"
"Party Till We Die (feat. Andrew W.K.)","16601742"
"Pier Pressure","16599417"
"(III)","16592672"
"KKS","16588989"
"I Like U","16579722"
"Mutlu Ol Yeter (Remastered)","16576310"
"Natiruts Reggae Brasil (Ao Vivo) [Deluxe]","16575925"
"Love Me Less (feat. Quinn XCII)","16569808"
"mau5ville: Level 1","16568314"
"King Of Hearts","16567637"
"Begin Again - Music From And Inspired By The Original Motion Picture","16553543"
"A Charlie Brown Christmas [2012 Remastered & Expanded Edition]","16549732"
"Welcome To Horrorwood: The Silver Scream 2","16540231"
"Dito Ka Lang (In My Heart Filipino Version - From ""Flower of Evil"")","16533144"
"Can We Kiss Forever?","16529494"
"Gasanova","16519677"
"Don’t Wake Me Up","16504756"
"El Amor Que Nunca Fue","16494929"
"Rich Rich","16485550"
"Don`t Rock The Jukebox","16483688"
"Seal IV","16482950"
"No. 4","16476260"
"Live","16466065"
"Tá Solteira, Mas Não Tá Sozinha","16458129"
"Atonement","16443062"
"Flashback","16429835"
"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)","16427289"
"Más Muerto Que Vivo","16423151"
"Firuze","16398829"
"Nightcore","16398211"
"Madreperla","16359435"
"Love To Go","16353731"
"Let You Down","16346166"
"Apreton","16343474"
"Masumiyetin Ziyan Olmaz","16339959"
"Vroom Vroom EP","16334365"
"Glock Bond","16322317"
"Questions","16312002"
"Make Out","16294902"
"8 Days Of Christmas","16274154"
"Seven + Mary","16266647"
"HITS","16263590"
"Last Kiss","16254331"
"Post","16252909"
"Piel Con Piel","16242209"
"Lofi Fruits Music 2021","16231796"
"Invencible (El Patrón)","16225169"
"Hats Off to the Bull","16223500"
"Simply Deep","16206472"
"The Spy Who Loved Me","16205216"
"Expression Queen Trisha","16191026"
"O Passo Do Lui (Remastered)","16186399"
"Perdoname","16186049"
"Senden Vazgeçmem","16173667"
"12 Kilates Puros Corridos","16170510"
"Traidora","16153205"
"From Elvis in Memphis","16132252"
"Don't Play That Song (Mono)","16123913"
"Soorma (Original Motion Picture Soundtrack)","16121069"
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","16108175"
"Halfway Between The Gutter And The Stars","16085961"
"Piensa en Mi","16085954"
"Srivalli (From ""Pushpa The Rise Part - 01"")","16083143"
"A Tribute to the King of G-Funk (Deluxe Version)","16076124"
"The Riddle","16067799"
"Mas Turbada Que Nunca","16063964"
"Rookie Of The Year","16046661"
"Waiting for My Rocket to Come","16012051"
"Andamos Mejor","16003417"
"The Rebirth of Kirk Franklin","16003096"
"BTBT","15996635"
"Transatlanticism (10th Anniversary Edition)","15992133"
"Kaal (Original Motion Picture Soundtrack)","15989711"
"Burning Down the House / I Get Wild / Wild Gravity","15986155"
"Mujeres","15982994"
"Debussy: Estampes; Pour le piano; 6 épigraphes antiques","15974768"
"Debussy: Complete Works for Solo Piano, Vol.1","15974768"
"Chain My Heart","15967761"
"Saawariya (Original Motion Picture Soundtrack)","15945545"
"Todas las mujeres que habitan en mí","15931614"
"L’Amour","15929114"
"American Beauty (Original Motion Picture Score)","15918991"
"Step Up","15890148"
"A Veces Lloro","15887036"
"Celebrate Kai Po Che (Original Motion Picture Soundtrack)","15886439"
"Evening Machines","15872949"
"Lighting Matches (Deluxe)","15869596"
"Sleep Anime Lofi Beats","15866734"
"Chicago X","15866250"
"Sridevi Chiranjeevi (From ""Waltair Veerayya"")","15864354"
"UDOPIUM - Das Beste (Special Edition)","15852484"
"Enciende una Luz","15851948"
"USB","15841480"
"The Illest","15840782"
"Glee: The Music presents The Warblers","15822044"
"Me, Myself & I","15814067"
"And Then There Were Three (2007 Remaster)","15797157"
"Everything Goes On","15790594"
"Blah-Blah-Blah","15785138"
"LET'S GET CRAZY! (Mambo Drop)","15782512"
"El Condor Herido","15778778"
"Stop","15772166"
"Las Costuras Del Alma","15771239"
"Brotherhood (Collector's Edition)","15769250"
"Wish It Would Rain","15762625"
"O Papa É Pop","15755794"
"Stranger in the Alps","15754005"
"The Many Facets Of Roger","15752691"
"Ivory","15752169"
"AMERICA","15749472"
"CHAO BEBE","15733913"
"Crystal Castles","15708608"
"grace","15700921"
"Know Your Worth","15688598"
"Mais","15672854"
"My Life","15621731"
"Quejíos de un Maleante","15618197"
"Nashville Skyline","15601952"
"Siempre Pendientes","15601168"
"Against The Wind","15593300"
"You Don't Know Me (feat. Duane Harden)","15590489"
"Morrison Hotel","15572533"
"Kingdom Book One","15572516"
"Nuestro Destino Estaba Escrito","15558789"
"Format Masa Depan","15558672"
"Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack","15531224"
"So (2012 Remastered)","15530860"
"Gutterflower","15517014"
"Seguimos En El Ruedo","15505286"
"Shang-Chi and The Legend of The Ten Rings: The Album","15493967"
"Overkill (Expanded Bonus Track Edition)","15479228"
"FLOP","15473593"
"Paradoks","15462902"
"Yorgun Demokrat","15459262"
"Know Your Worth (feat. Davido & Tems)","15452924"
"Scars & Stories","15449698"
"Jazz ist anders","15447052"
"Okie From Muskogee (Live)","15440257"
"20th Century Masters: The Millennium Collection: Best Of The '70s","15426688"
"Alejandra Guzmán 20 Años De Éxitos En Vivo Con Moderatto","15420860"
"Operation: Doomsday (Complete)","15412931"
"The Official FIFA World Cup Qatar 2022™ Theme","15406033"
"to hell with it","15405239"
"Chasseur d'étoiles (Stadium Edition)","15403799"
"Lift Me Up","15391141"
"Timespace - The Best Of Stevie Nicks","15388306"
"Palhaça (Ao Vivo)","15387078"
"love is not dying","15382177"
"Yap Bi Güzellik","15374901"
"Christmas Songs by Sinatra","15363557"
"snowfall (Slowed + Reverb)","15361992"
"snowfall","15361992"
"What Do I Call You - The 4th Mini Album","15350130"
"She Make It Clap","15349506"
"Faithfully","15336906"
"My Own Way","15331092"
"TZN -The Best Of Tiziano Ferro","15325959"
"Love Today (Original Motion Picture Soundtrack)","15311499"
"The Christmas Song (Expanded Edition)","15310563"
"Covers, Vol. 2","15308941"
"¡Bang! ¡Bang!... Estás Liquidado","15306684"
"MILLIES","15296752"
"Christmas Hits","15294687"
"Covers","15274439"
"Sea","15267918"
"The Passenger (LaLaLa) [feat. MOKABY]","15254893"
"Tap Root Manuscript","15236946"
"One Up","15215310"
"Nido de águilas","15201779"
"Wir Ham' Noch Lange Nicht Genug","15198773"
"Chip Chrome & The Mono-Tones (Deluxe)","15198546"
"Get Behind Me Satan","15170143"
"Persona Ideal","15155403"
"Pop 2","15127296"
"Early In The Morning","15117604"
"The Misfits Box Set","15115453"
"Aim and Ignite (Deluxe Version)","15110263"
"Livro","15110198"
"Singable Songs for the Very Young","15099525"
"9 PM (Till I Come)","15086349"
"Par de Dosis","15081894"
"Crown (with Camila Cabello & Grey) [From Bright: The Album]","15068858"
"Carona no Foguete","15065237"
"Faded","15064598"
"LA TERAPIA","15061935"
"Raggamuffin SoundTape","15056518"
"Los Buitres Con Tololoche","15051282"
"all the things i never said","15048145"
"Three","15042602"
"Du Phoenix aux étoiles...","15035045"
"Coka 2.0 [From ""Liger (Telugu)""]","15028676"
"Highly Intoxicated","15025919"
"Collide (Remix Pack)","15019701"
"Green (Remastered)","15018371"
"Alice In Chains","15011020"
"Drown (feat. Clinton Kane)","14996096"
"Feel Again, Pt. 1","14993938"
"Ferrari","14991362"
"RIP","14989167"
"Atmosphere","14983922"
"Ai Papai","14980040"
"Quando Apaga A Luz (Ao Vivo)","14969486"
"Exitos Con Trio","14963387"
"Modo Repeat","14945357"
"Futures (Deluxe Edition)","14943615"
"Lux Æterna","14937918"
"This Is Home","14925347"
"Christmas (Deluxe Special Edition)","14917035"
"Joaquín","14914723"
"Si Yo Fuera El","14914399"
"Joyas Prestadas - Banda","14889962"
"The Story Goes...","14889544"
"Nangangamba","14887349"
"Evolution","14885729"
"Saami Saami (From ""Pushpa The Rise Part - 01"")","14883047"
"Zapatillas","14842895"
"Cream On Chrome","14821650"
"Magnifique","14821650"
"Saint-Saëns: Organ Symphony; Bacchanale; Danse Macabre; Carnaval des Animaux","14820296"
"Sir","14804033"
"Mono Singles","14798564"
"Pony","14790038"
"Pretzel Logic","14780348"
"Big Gangsta","14778293"
"Otro Tequila Mas","14778274"
"When Christmas Comes Around...","14745402"
"Glorious Ruins (Live)","14740835"
"Memórias, Crônicas e Declarações de Amor","14729373"
"Que Hago Aquí?","14725678"
"...But Seriously (2016 Remaster)","14698802"
"Tu Silueta","14696160"
"Heaven (feat. Lyodra)","14671370"
"Artist 2.0 (Deluxe)","14666294"
"Snacks (Supersize)","14664832"
"Blow By Blow","14664782"
"The Great Escape (Special Edition)","14663251"
"This Comes From Inside","14642117"
"RKS","14634620"
"The Magic Of Boney M. (Special Remix Edition)","14631119"
"Tudo Vai Dar Certo","14617368"
"Woodface","14580727"
"Peter Gabriel 3: Melt (Remastered Version)","14579024"
"La Voz de Mi Silencio","14570722"
"Firepower","14569968"
"The Perfect Storm","14523719"
"Into Your Arms (feat. Ava Max)","14508000"
"Double Fantasy","14502071"
"We Got the Power (feat. Jehnny Beth) [Claptone Remix]","14485178"
"Love Ran Red","14479571"
"Charlie Brown Holiday Hits","14476294"
"What It Means To Be King","14475490"
"Ahora Tengo Todo Menos A Ti","14475358"
"I Never Learn","14474583"
"Marisa Monte MM (Ao Vivo)","14474486"
"Holding On","14470536"
"Pappi Jhappi (From ""Govinda Naam Mera"")","14446124"
"Punisher","14443500"
"Forth","14427179"
"Back To The Crib","14421686"
"Voy Pa'Encima","14415010"
"Mahaan (Original Motion Picture Soundtrack)","14413694"
"Embargame A Mi","14409861"
"Master of Reality (2014 Remaster)","14393590"
"Frankie Ruiz La Leyenda","14390751"
"Morricone Film Music","14387823"
"Christmas (Deluxe 10th Anniversary Edition)","14384774"
"Flores","14362976"
"Midnight Marauders","14360465"
"Electroman","14357531"
"Elvis 30 #1 Hits (Expanded Edition)","14332854"
"Great Is He","14329013"
"Habla II","14282119"
"Carly Simon","14275163"
"Strangers In The Night (Expanded Edition)","14266051"
"Everything Changes (Expanded Edition)","14264002"
"Heaven","14256786"
"Aunque Cueste Ver El Sol","14244682"
"4:21...The Day After","14234571"
"Death by Dishonor","14226654"
"Cinematic Songs (Vol. 3)","14216258"
"Spirited Away Soundtrack","14210419"
"Brenda Lee","14209138"
"Boca Enganada (Ao Vivo)","14208306"
"Venom (Deluxe Edition)","14195437"
"Everready","14194819"
"Bad Omens","14184069"
"Estoy Vivo (Remasterizado)","14159622"
"Here With Me","14157306"
"Slow Wine Bass Line (feat. Teddy Riley)","14145027"
"MOVIE (feat. Central Cee)","14137881"
"Welcome to Wherever You Are","14126779"
"Who Needs Pictures","14125887"
"Hell On Earth","14124865"
"Niche Syndrome","14124801"
"Jessico","14124537"
"Let Love In","14123928"
"Angel Baby","14120385"
"Who's In Your Head","14119175"
"LES DERNIÈRES VOLONTÉS DE MOZART (SYMPHONY)","14113958"
"Greatest Hits 1974-78","14109274"
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","14108074"
"Seen It All: The Autobiography","14099245"
"Punching Bag","14085483"
"FIVE FIVE","14083723"
"The Elder Scrolls V: Skyrim: Original Game Soundtrack","14075298"
"Cabaré Night Club (Ao Vivo)","14067156"
"Un Tín Tín","14043441"
"Young Right Now","14041970"
"Vem Pra Ficar","14039868"
"Sunday Night Sessions","14038350"
"Trip Tape","14008446"
"""Let's Rock""","14005512"
"Rated R","13998964"
"I Quit Drinking","13988786"
"¿Dónde Está el Pais de las Hadas? (Bonus Tracks Edition)","13986148"
"Talaash","13975718"
"(Un)Commentary","13970146"
"Bell Bottom Country","13959466"
"Giros","13946162"
"All Alone","13911545"
"Labirin","13893139"
"Evergreen Hits Of K.K.","13871446"
"Fly By Night","13859721"
"In The Heights (Original Motion Picture Soundtrack)","13836787"
"Cullinan","13831870"
"Train","13821118"
"Allemaal Een Droom","13817553"
"Uthama Puthiran (Original Motion Picture Soundtrack)","13815560"
"Asiwaju","13801452"
"Late Night Feelings (feat. Lykke Li)","13800419"
"I'm Still in Love with You","13797393"
"My Soul","13794818"
"This Is What I Mean","13791950"
"Billie Holiday","13785206"
"Don't Let Me Down (feat. Daya) [Hardwell & Sephyx Remix]","13763162"
"Khwabeeda","13760100"
"Bonita","13759579"
"Dj Pablito Presenta- La Factoría","13747512"
"High 'N' Dry","13738889"
"Fall to Grace (Expanded Edition)","13737297"
"IO NON HO PAURA","13707599"
"Texas Moon","13703663"
"Un Año Más","13688461"
"Heroes","13659812"
"Loopable Ocean Sounds For Sleep","13656568"
"Saajan (Original Motion Picture Soundtrack)","13655435"
"Yo Quiero","13652636"
"Git","13647447"
"When Seconds Count","13638456"
"Millenium Hits","13627867"
"Lo Busqué","13627184"
"Duman 1","13614699"
"Mi Vida En Un Cigarro 2","13609315"
"Abracadabra","13592702"
"Time (Spotify Exclusive)","13585387"
"DONA DE MIM","13579961"
"$oul $old $eparately (Bonus Edition)","13579726"
"Control","13579094"
"The Truth","13570655"
"Yo Perreo Sola (Remix)","13568781"
"Ni Diablo Ni Santo","13564164"
"DRILLMATIC Heart vs. Mind","13564068"
"The End of an Era","13543902"
"Pleasure & Pain","13539103"
"Party On My Own (feat. FAULHABER)","13523525"
"A Different Kind Of Human (Step II)","13519658"
"Alive","13517222"
"Use Your Illusion II","13509233"
"Ancient Dreams In A Modern Land","13486239"
"Pyromania","13474760"
"Tecno Fes 2","13467802"
"The Sunset Tapes: A Cool Tape Story","13446303"
"Konspirasi Alam Semesta","13441537"
"Minute by Minute","13436318"
"Good Charlotte","13425876"
"Soldados","13404037"
"I Am the Club Rocker","13383170"
"EDGING","13377823"
"Revolve","13373570"
"4L","13342031"
"Girl Who Got Away (Deluxe)","13341149"
"Drip or Drown","13337686"
"Solo Baladas","13333781"
"360º","13325885"
"Your Lovin' (feat. MØ & Yxng Bane)","13324778"
"love nwantiti (feat. Dj Yo! & AX'EL) [Remix]","13314374"
"Tonto Corazón","13296558"
